,track_name,danceability,loudness,acousticness,instrumentalness,valence,energy,genre,,
2320,hopelessly devoted to you,0.59,-13.101,0.292,0.0131,0.322,0.338,pop,,
2321,it's a heartache,0.541,-7.364,0.0298,1.25E-06,0.55,0.668,pop,,
2322,love will find a way,0.78,-13.934,0.00719,1.80E-05,0.843,0.491,pop,,
2323,crazy love,0.585,-7.315,0.418,0,0.258,0.389,pop,,
2324,i'm every woman,0.665,-8.314,0.0178,0.00288,0.4,0.847,pop,,
2325,with a little luck,0.632,-12.508,0.231,0.00115,0.237,0.427,pop,,
2326,thank you for being a friend,0.695,-13.572,0.166,0,0.786,0.568,pop,,
2327,once i had a love (aka the disco song),0.749,-9.595,0.0488,6.84E-05,0.499,0.512,pop,,
2328,heart of the night,0.639,-15.345,0.0029,0.000218,0.778,0.417,pop,,
2329,you're all i've got tonight,0.583,-7.972,0.00417,0.144,0.664,0.855,pop,,
2330,i am the fly,0.664,-5.797,0.0792,0,0.518,0.915,pop,,
2331,we're through,0.616,-9.833,0.473,8.01E-06,0.858,0.691,pop,,
2332,you needed me,0.497,-10.756,0.431,0,0.171,0.296,pop,,
2333,straight on,0.765,-15.521,0.0125,0.00471,0.932,0.416,pop,,
2334,"whenever i call you ""friend"" (feat. stevie nicks)",0.461,-13.095,0.114,0,0.689,0.551,pop,,
2335,bye bye love,0.547,-9.176,0.724,0,0.89,0.523,pop,,
2336,stumblin' in,0.754,-7.687,0.0111,3.05E-05,0.852,0.768,pop,,
2337,everybody's got to learn sometime,0.633,-14.643,0.211,0.296,0.136,0.279,pop,,
2338,days,0.687,-5.279,0.647,0,0.91,0.642,pop,,
2339,stealin' time,0.493,-15.231,0.61,0.000233,0.102,0.165,pop,,
2340,you belong to me,0.662,-8.419,0.00237,0.0036,0.228,0.511,pop,,
2341,love has fallen on me,0.412,-7.68,0.388,2.07E-05,0.565,0.703,pop,,
2342,california man,0.527,-7.97,0.0065,3.83E-05,0.865,0.939,pop,,
2343,mother of violence,0.483,-19.412,0.91,0.0256,0.417,0.232,pop,,
2344,rock n roll nigger,0.378,-6.601,0.452,0,0.323,0.934,pop,,
2345,youth nabbed as sniper,0.265,-5.28,0.000827,5.93E-06,0.421,0.969,pop,,
2346,feel it,0.543,-9.858,0.053,0,0.152,0.554,pop,,
2347,nite flights,0.523,-12.436,0.00224,0.00148,0.664,0.572,pop,,
2348,the kick inside,0.337,-16.151,0.965,0.00277,0.225,0.126,pop,,
2349,you'll always find me in the kitchen at parties,0.581,-10.233,0.62,0.0205,0.532,0.495,pop,,
2350,never let her slip away,0.718,-17.535,0.538,0,0.895,0.368,pop,,
2351,walk on by,0.7,-9.027,0.719,8.60E-05,0.524,0.33,pop,,
2352,i'm gonna love you too,0.697,-4.579,0.13,1.32E-06,0.818,0.862,pop,,
2353,head first,0.909,-6.221,0.278,1.77E-06,0.61,0.392,pop,,
2354,if i sing you a love song,0.425,-9.035,0.491,4.61E-06,0.25,0.376,pop,,
2355,(i'm always touched by your) presence dear,0.326,-13.369,0.00901,0.253,0.731,0.718,pop,,
2356,fool (if you think it's over),0.704,-6.931,0.0395,7.78E-06,0.872,0.466,pop,,
2357,cook with fire,0.542,-10.922,0.0277,0.154,0.582,0.852,pop,,
2358,on top of the world,0.635,-5.589,0.0893,4.53E-06,0.761,0.926,pop,,
2359,i was made to love him,0.64,-8.792,0.0192,4.00E-05,0.75,0.741,pop,,
2360,you're the love,0.659,-11.976,0.0561,0.00168,0.887,0.687,pop,,
2361,just go away,0.549,-4.081,0.0445,0,0.796,0.871,pop,,
2362,airport,0.656,-11.67,0.149,7.21E-05,0.391,0.49,pop,,
2363,steppin' in a slide zone,0.307,-13.023,0.132,1.46E-05,0.17,0.52,pop,,
2364,jigsaw feeling,0.38,-8.342,3.30E-05,0.789,0.277,0.919,pop,,
2365,conversation,0.747,-5.825,0.176,0,0.57,0.622,pop,,
2366,blessed state,0.746,-9.008,0.753,0.52,0.696,0.664,pop,,
2367,i believe in you,0.512,-21.426,0.88,0.00573,0.51,0.212,pop,,
2368,man gave names to all the animals,0.763,-11.139,0.458,0.000175,0.965,0.509,pop,,
2369,accidents never happen,0.451,-4.546,0.324,2.60E-05,0.676,0.914,pop,,
2370,on my honor,0.458,-17.791,0.0443,0.000759,0.156,0.183,pop,,
2371,there will always be a you,0.453,-18.395,0.535,0.000134,0.157,0.198,pop,,
2372,frustrated,0.463,-6.186,0.321,0,0.23,0.569,pop,,
2373,mistress of mine,0.509,-8.48,0.00572,0,0.34,0.581,pop,,
2374,can't get to sleep at night,0.885,-14.063,0.0153,0.0025,0.964,0.538,pop,,
2375,no more tears (enough is enough),0.651,-8.436,0.0509,0.000113,0.393,0.786,pop,,
2376,small paradise,0.701,-6.388,0.124,0.016,0.59,0.722,pop,,
2377,5.45,0.589,-6.664,0.00946,0.313,0.77,0.806,pop,,
2378,engineers,0.522,-7.259,0.688,0,0.495,0.725,pop,,
2379,guns before butter,0.607,-6.074,0.0007,0.561,0.488,0.945,pop,,
2380,poor shirley,0.644,-14.125,0.316,1.21E-05,0.415,0.395,pop,,
2381,heartbeat,0.8,-7.002,0.00369,0.000461,0.294,0.545,pop,,
2382,on the other side,0.605,-2.341,0.00367,0.000116,0.548,0.811,pop,,
2383,"who's right, who's wrong",0.552,-14.067,0.299,0.00185,0.472,0.414,pop,,
2384,reception,0.738,-13.249,0.171,0.339,0.936,0.434,pop,,
2385,broken english,0.832,-11.773,0.0608,0.00588,0.962,0.485,pop,,
2386,sunset people,0.732,-16.777,0.00176,0.00975,0.949,0.502,pop,,
2387,the nips are getting bigger,0.817,-5.369,0.0338,0.0238,0.966,0.866,pop,,
2388,way of the world,0.586,-11.153,0.593,0.00101,0.732,0.552,pop,,
2389,baby stick around,0.636,-5.158,0.0184,0.000182,0.945,0.94,pop,,
2390,spinning,0.642,-11.86,0.763,0,0.282,0.289,pop,,
2391,your number or your name,0.554,-10.401,0.00765,3.72E-06,0.841,0.791,pop,,
2392,observer,0.295,-7.25,0.0295,0.12,0.0398,0.622,pop,,
2393,just another night,0.766,-4.862,0.127,0.00391,0.833,0.878,pop,,
2394,poptones,0.447,-12.339,1.83E-06,0.0666,0.338,0.569,pop,,
2395,when a man loves a woman,0.516,-20.41,0.13,0.0755,0.205,0.15,pop,,
2396,on the radio,0.734,-13.92,0.113,1.13E-05,0.595,0.45,pop,,
2397,walk away,0.553,-6.703,0.000115,0,0.168,0.572,pop,,
2398,reel by reel,0.646,-4.691,0.0329,0,0.661,0.875,pop,,
2399,let me out,0.553,-5.31,0.0246,0.000107,0.474,0.871,pop,,
2400,memories,0.775,-7.241,0.841,0,0.595,0.327,pop,,
2401,coolsville,0.348,-17.557,0.712,0.0251,0.0781,0.084,pop,,
2402,lady lynda,0.405,-9.159,0.304,0.000121,0.483,0.546,pop,,
2403,albatross,0.321,-21.616,0.833,0.83,0.264,0.0631,pop,,
2404,everytime you leave,0.473,-5.047,0.000466,5.50E-06,0.167,0.749,pop,,
2405,touching me touching you,0.529,-16.066,0.611,0.000109,0.578,0.127,pop,,
2406,you drive me ape (you big gorilla),0.233,-9.455,0.00515,7.47E-06,0.582,0.904,pop,,
2407,good timin',0.552,-7.682,0.609,0.000125,0.971,0.562,pop,,
2408,i'll be with you tonight,0.558,-7.35,0.834,0,0.597,0.588,pop,,
2409,a little night dancin,0.757,-6.856,0.0027,0.000115,0.838,0.685,pop,,
2410,armalite rifle,0.537,-6.517,1.59E-05,0.487,0.837,0.575,pop,,
2411,a touching display,0.169,-7.521,0.912,0.724,0.114,0.564,pop,,
2412,i die: you die (video version),0.606,-6.611,0.348,0,0.362,0.497,pop,,
2413,praying to the aliens,0.652,-12.546,0.00878,5.83E-05,0.484,0.566,pop,,
2414,prime time,0.823,-5.483,0.00747,1.08E-05,0.333,0.787,pop,,
2415,single k.o.,0.375,-7.082,0.682,0.0016,0.431,0.827,pop,,
2416,thick as thieves,0.687,-2.407,0.0218,0,0.563,0.904,pop,,
2417,somethin' else,0.598,-8.321,0.149,0.0239,0.961,0.909,pop,,
2418,and the healing has begun,0.535,-7.756,0.175,2.18E-05,0.867,0.668,pop,,
2419,one night in a lifetime,0.921,-13.441,0.022,0.0651,0.893,0.717,pop,,
2420,queen of hearts,0.658,-9.963,0.211,5.44E-05,0.969,0.862,pop,,
2421,one more time,0.613,-8.618,0.0194,0,0.476,0.697,pop,,
2422,he's frank (slight return),0.398,-7.357,0.000315,0.759,0.932,0.933,pop,,
2423,outside world,0.561,-4.719,0.000522,0.931,0.527,0.977,pop,,
2424,a glimpse of home,0.587,-5.484,0.0754,9.62E-06,0.504,0.86,pop,,
2425,when you gonna wake up,0.408,-12.268,0.707,4.42E-06,0.4,0.529,pop,,
2426,maybe tonight,0.434,-5.35,0.00523,1.29E-06,0.374,0.744,pop,,
2427,company,0.59,-4.901,0.132,0,0.425,0.797,pop,,
2428,be mine tonight,0.75,-5.835,0.00929,0.702,0.961,0.911,pop,,
2429,we are glass,0.576,-4.961,0.299,4.50E-06,0.263,0.524,pop,,
2430,someone's looking at you,0.446,-4.88,0.00405,4.69E-05,0.534,0.782,pop,,
2431,lucinda,0.341,-12.307,0.703,0.000674,0.167,0.234,pop,,
2432,as time goes by,0.427,-15.485,0.968,1.55E-05,0.305,0.24,pop,,
2433,when you're near me i have difficulty,0.516,-8.016,0.00318,6.50E-05,0.827,0.824,pop,,
2434,get it right next time,0.565,-14.112,0.0328,0.00153,0.438,0.549,pop,,
2435,52 girls,0.635,-6.613,0.000855,0.00858,0.848,0.752,pop,,
2436,lost in music,0.758,-7.509,0.0544,0.000153,0.849,0.841,pop,,
2437,take me home,0.462,-9.376,0.758,0,0.625,0.395,pop,,
2438,since i held you,0.685,-6.61,0.06,2.28E-05,0.674,0.781,pop,,
2439,dance away,0.804,-5.893,0.0662,0.000112,0.942,0.688,pop,,
2440,gonna raise hell,0.56,-13.044,0.0123,0.529,0.582,0.49,pop,,
2441,kisses of fire,0.589,-6.963,0.147,0.000209,0.622,0.754,pop,,
2442,voices,0.546,-3.067,0.0266,0,0.639,0.898,pop,,
2443,metal,0.496,-3.268,9.33E-06,0,0.163,0.981,pop,,
2444,the 15th,0.517,-5.694,0.38,0.00754,0.627,0.853,pop,,
2445,cool change,0.368,-9.293,0.478,1.01E-06,0.19,0.414,pop,,
2446,chiquitita,0.5,-8.108,0.734,3.72E-06,0.372,0.554,pop,,
2447,making plans for nigel,0.632,-6.04,0.0143,5.24E-06,0.773,0.893,pop,,
2448,lonesome loser,0.453,-7.77,0.0613,0,0.434,0.59,pop,,
2449,off the wall,0.827,-13.909,0.182,0,0.921,0.595,pop,,
2450,m.e.,0.428,-8.131,0.00884,0.111,0.208,0.641,pop,,
2451,it's all i can do,0.603,-9.719,0.0386,0.00106,0.961,0.701,pop,,
2452,thinking of you,0.431,-4.459,0.00167,0,0.309,0.803,pop,,
2453,atomic,0.899,-11.043,0.148,3.82E-06,0.826,0.491,pop,,
2454,i have a dream,0.549,-12.049,0.6,0,0.439,0.374,pop,,
2455,on your radio,0.452,-4.951,0.00282,0.00997,0.642,0.968,pop,,
2456,icon,0.786,-5.093,0.222,0,0.49,0.82,pop,,
2457,the number one song in heaven,0.354,-6.303,0.00145,0.593,0.137,0.932,pop,,
2458,"old siam, sir",0.637,-9.72,0.00336,0.0145,0.82,0.501,pop,,
2459,here comes the summer,0.298,-4.16,0.0102,0.00603,0.648,0.804,pop,,
2460,roads girdle the globe,0.644,-6.203,0.00509,0.00588,0.738,0.783,pop,,
2461,"me, i disconnect from you",0.245,-7.182,0.00356,0.226,0.188,0.848,pop,,
2462,cracking up,0.596,-13.091,0.0395,0.000248,0.64,0.481,pop,,
2463,getting closer,0.639,-4.111,0.0481,0,0.2,0.934,pop,,
2464,protection,0.771,-4.423,0.0862,0.000195,0.265,0.693,pop,,
2465,love in a void,0.399,-8.602,0.000124,0.872,0.561,0.817,pop,,
2466,holiday,0.552,-3.409,0.000143,0,0.716,0.89,pop,,
2467,hero worship,0.546,-7.735,0.0189,0.000549,0.813,0.919,pop,,
2468,i really don't know anymore,0.646,-13.199,0.26,4.53E-05,0.609,0.436,pop,,
2469,we live for love,0.565,-12.446,0.0474,0.00248,0.743,0.672,pop,,
2470,deja vu,0.442,-7.222,0.584,5.70E-06,0.178,0.612,pop,,
2471,ether,0.22,-13.066,0.914,0.622,0.29,0.402,pop,,
2472,tryouts for the human race,0.596,-6.647,0.00936,0.0139,0.292,0.895,pop,,
2473,behind the mask,0.465,-6.787,0.00983,1.76E-05,0.213,0.851,pop,,
2474,minstrel gigolo,0.647,-14.952,0.284,0.0102,0.605,0.384,pop,,
2475,fairytale in the supermarket,0.506,-5.973,0.0356,0.424,0.633,0.94,pop,,
2476,6060-842,0.595,-11.21,0.117,0.133,0.828,0.616,pop,,
2477,lust for kicks,0.784,-9.064,0.00471,0.0354,0.883,0.494,pop,,
2478,stay in time,0.662,-11.489,0.000293,0.00261,0.871,0.513,pop,,
2479,delius,0.785,-16.873,0.414,6.88E-05,0.814,0.26,pop,,
2480,bliss,0.684,-5.271,0.0492,1.85E-05,0.886,0.809,pop,,
2481,bunker soldiers,0.627,-6.667,0.163,4.12E-06,0.963,0.787,pop,,
2482,papillon (aka hot butterfly),0.524,-8.024,0.315,3.29E-05,0.429,0.566,pop,,
2483,towers of london,0.665,-4.311,0.0907,0,0.848,0.897,pop,,
2484,up front,0.801,-3.826,0.171,0,0.656,0.682,pop,,
2485,no language in our lungs,0.58,-6.376,0.0457,0,0.345,0.71,pop,,
2486,missiles,0.797,-4.384,0.0696,0,0.464,0.713,pop,,
2487,summerlove,0.665,-5.329,0.0202,0.00146,0.556,0.987,pop,,
2488,the wedding list,0.568,-10.031,0.503,4.23E-05,0.572,0.457,pop,,
2489,treason,0.508,-7.419,0.451,0,0.163,0.609,pop,,
2490,i love you (miss robot),0.639,-15.187,0.0667,0.75,0.943,0.588,pop,,
2491,breathing,0.324,-3.062,0.0547,0,0.595,0.888,pop,,
2492,breakdown,0.625,-8.395,0.398,6.76E-05,0.69,0.35,pop,,
2493,and i moved,0.5,-11.048,0.407,0.584,0.695,0.703,pop,,
2494,highwire days,0.547,-15.829,0.00816,0,0.446,0.509,pop,,
2495,never wanna leave you,0.693,-10.568,0.0139,0.000537,0.629,0.551,pop,,
2496,don't forget me,0.499,-5.596,0.00399,9.11E-06,0.36,0.705,pop,,
2497,new amsterdam,0.508,-11.581,0.426,0,0.777,0.469,pop,,
2498,living through another cuba,0.603,-6.205,0.0153,3.04E-05,0.965,0.901,pop,,
2499,prisoner of love,0.365,-5.431,0.835,8.01E-06,0.559,0.568,pop,,
2500,fame,0.7,-8.763,0.132,0,0.961,0.73,pop,,
2501,rescue,0.293,-8.17,0.78,0,0.108,0.237,pop,,
2502,got to love somebody,0.739,-5.549,0.142,0,0.854,0.896,pop,,
2503,heartland,0.449,-9.5,0.0521,7.70E-05,0.695,0.89,pop,,
2504,do it clean,0.716,-7.523,0.0237,0.736,0.738,0.978,pop,,
2505,imitation of christ,0.495,-6.861,0.0295,0.143,0.627,0.85,pop,,
2506,forces at work,0.538,-10.29,0.00629,0.737,0.235,0.702,pop,,
2507,kid dynamo,0.444,-11.485,0.149,0.81,0.396,0.793,pop,,
2508,red light,0.707,-4.311,0.179,0,0.336,0.74,pop,,
2509,the unheard music,0.58,-7.21,0.127,0.258,0.972,0.58,pop,,
2510,is this real?,0.659,-8.974,0.0381,0.0146,0.459,0.431,pop,,
2511,potential suicide,0.441,-8.527,0.0215,0.353,0.615,0.574,pop,,
2512,relentless,0.881,-8.916,0.0115,0,0.786,0.517,pop,,
2513,you can have me anytime,0.49,-9.636,0.285,0,0.184,0.446,pop,,
2514,sweet little mystery,0.711,-14.108,0.408,0,0.949,0.581,pop,,
2515,love for tender,0.633,-7.508,0.0395,0,0.686,0.77,pop,,
2516,miss sun,0.724,-16.497,0.104,0.0203,0.756,0.44,pop,,
2517,my new career,0.698,-9.208,0.17,0.0202,0.757,0.664,pop,,
2518,saved,0.739,-10.28,0.189,0,0.553,0.448,pop,,
2519,violin,0.83,-4.212,0.0695,0.000877,0.675,0.875,pop,,
2520,kiss kiss kiss,0.645,-2.801,0.112,0,0.708,0.884,pop,,
2521,make up your mind,0.693,-7.224,0.127,0,0.229,0.538,pop,,
2522,standing on the outside,0.545,-11.918,0.223,0,0.684,0.554,pop,,
2523,not a second time,0.471,-9.999,0.213,0,0.961,0.817,pop,,
2524,clouds across the sun,0.687,-5.05,0.546,0,0.474,0.654,pop,,
2525,till the walls come tumblin' down,0.533,-6.675,0.00119,0.00019,0.673,0.677,pop,,
2526,headed for a fall,0.499,-7.243,0.0381,1.92E-05,0.343,0.794,pop,,
2527,wedding song,0.547,-16.26,0.897,0.00258,0.458,0.211,pop,,
2528,america,0.693,-2.99,0.171,0,0.521,0.729,pop,,
2529,give me something,0.445,-5.086,0.000227,0,0.267,0.797,pop,,
2530,i'm moving on,0.489,-5.488,0.879,0,0.29,0.308,pop,,
2531,songs of life,0.229,-18.386,0.122,0.000282,0.114,0.227,pop,,
2532,there there my dear,0.621,-8.961,0.356,0.000312,0.199,0.847,pop,,
2533,eight miles high,0.365,-10.492,0.21,0.136,0.37,0.77,pop,,
2534,all stood still,0.527,-11.381,0.000457,0.0543,0.967,0.758,pop,,
2535,heart,0.79,-5.983,0.0515,0,0.654,0.647,pop,,
2536,breakdown dead ahead,0.597,-9.845,0.147,0.00103,0.438,0.753,pop,,
2537,after dark,0.585,-10.444,0.0696,0.266,0.039,0.595,pop,,
2538,tragedy,0.665,-10.793,0.0889,0.0109,0.81,0.532,pop,,
2539,beautiful boys,0.615,-12.101,0.898,0.000224,0.535,0.462,pop,,
2540,hold out,0.808,-10.677,0.432,2.13E-06,0.587,0.243,pop,,
2541,touch and go,0.663,-10.007,0.0511,0.000526,0.89,0.509,pop,,
2542,oh yeah!,0.747,-14.136,0.00587,0.766,0.712,0.697,pop,,
2543,i can't stand up for falling down,0.599,-7.7,0.000527,0.724,0.977,0.722,pop,,
2544,another nail in my heart,0.557,-14.442,0.109,9.47E-06,0.834,0.6,pop,,
2545,happy new year,0.51,-9.185,0.813,0,0.25,0.375,pop,,
2546,party out of bounds,0.665,-7.02,0.115,0.00129,0.733,0.898,pop,,
2547,johny hit and run paulene,0.477,-5.688,0.00152,0.000204,0.681,0.907,pop,,
2548,i made it through the rain,0.326,-10.307,0.678,1.16E-06,0.13,0.312,pop,,
2549,fa cé-la,0.535,-8.073,0.00102,0.186,0.895,0.876,pop,,
2550,you better run,0.605,-10.495,0.102,0.000744,0.696,0.621,pop,,
2551,biko,0.532,-10.924,0.281,0.000165,0.166,0.355,pop,,
2552,don't walk away,0.831,-7.501,0.147,0.00571,0.881,0.915,pop,,
2553,i wanna destroy you,0.263,-4.445,0.00761,0.0492,0.237,0.961,pop,,
2554,first love,0.694,-6.24,0.358,0,0.794,0.588,pop,,
2555,woke up laughing,0.703,-14.063,0.508,0.389,0.961,0.487,pop,,
2556,boulevard,0.496,-4.095,0.00552,2.94E-05,0.474,0.682,pop,,
2557,"andante, andante",0.635,-9.46,0.609,7.80E-05,0.455,0.392,pop,,
2558,while you see a chance,0.602,-8.29,0.36,0.000314,0.411,0.732,pop,,
2559,the winner takes it all,0.454,-6.748,0.574,0.000766,0.52,0.788,pop,,
2560,hit me with your best shot,0.741,-9.05,0.117,3.31E-05,0.944,0.58,pop,,
2561,video killed the radio star,0.675,-13.811,0.0852,0.0188,0.344,0.61,pop,,
2562,enola gay,0.567,-14.135,0.00576,0.027,0.958,0.555,pop,,
2563,fade to grey,0.604,-17.154,0.000315,0.0165,0.512,0.416,pop,,
2564,magic,0.549,-4.11,0.0127,0,0.787,0.932,pop,,
2565,electricity,0.588,-6.439,0.0104,3.33E-06,0.505,0.67,pop,,
2566,heaven,0.609,-4.862,0.028,0,0.774,0.759,pop,,
2567,more than i can say,0.707,-13.643,0.0669,5.42E-05,0.709,0.482,pop,,
2568,generals and majors,0.61,-7.029,0.0118,3.00E-05,0.933,0.895,pop,,
2569,one day i'll fly away,0.206,-11.506,0.906,8.38E-05,0.073,0.107,pop,,
2570,the ghost in you,0.589,-13.548,0.0855,1.29E-06,0.641,0.529,pop,,
2571,xanadu,0.652,-7.679,0.186,0,0.708,0.654,pop,,
2572,mystery achievement,0.566,-5.762,0.0211,0.00546,0.942,0.791,pop,,
2573,gentlemen take polaroids,0.659,-7.977,0.31,0.179,0.763,0.75,pop,,
2574,rock and roll,0.701,-11.861,0.07,0.000173,0.667,0.556,pop,,
2575,up the neck,0.641,-7.533,0.00787,0.0432,0.723,0.864,pop,,
2576,runnin' around,0.624,-11.717,0.0199,0.889,0.719,0.395,pop,,
2577,teacher teacher,0.427,-10.924,0.0122,0,0.726,0.831,pop,,
2578,dreamin',0.764,-10.256,0.00434,0.113,0.499,0.739,pop,,
2579,return of the rat,0.425,-3.95,0.000222,0.00219,0.732,0.945,pop,,
2580,the plastic age,0.719,-15.384,0.0659,0.292,0.537,0.61,pop,,
2581,panorama,0.726,-1.111,0.0429,0.00157,0.769,0.963,pop,,
2582,nightporter,0.521,-15.386,0.907,0.299,0.0864,0.143,pop,,
2583,duchess,0.311,-20.169,0.782,0.000993,0.422,0.209,pop,,
2584,soul kitchen,0.679,-7.376,0.33,0,0.609,0.443,pop,,
2585,president gas,0.546,-4.561,0.00281,0.36,0.773,0.903,pop,,
2586,wait a minute,0.764,-5.279,0.0371,1.94E-05,0.672,0.705,pop,,
2587,do you wanna hold me?,0.472,-10.719,0.018,0.181,0.716,0.842,pop,,
2588,livin' on my own,0.669,-7.25,0.168,0.00418,0.707,0.751,pop,,
2589,d-7,0.259,-5.834,0.0092,0.863,0.151,0.931,pop,,
2590,i'm alive,0.691,-5.087,0.0247,5.24E-06,0.452,0.64,pop,,
2591,hell is for children,0.443,-10.31,0.117,0.00178,0.538,0.643,pop,,
2592,intruder,0.658,-3.065,0.0883,0.156,0.559,0.981,pop,,
2593,vienna,0.532,-6.662,0.659,0,0.308,0.495,pop,,
2594,los angeles,0.789,-5.417,0.398,0,0.78,0.518,pop,,
2595,reward,0.389,-4.353,0.000637,0.000322,0.899,0.746,pop,,
2596,pulse,0.218,-2.222,0.00301,3.40E-06,0.112,0.994,pop,,
2597,分分鐘需要你,0.588,-12.314,0.616,0.000688,0.849,0.442,pop,,
2598,whenever you're away from me,0.596,-8.264,0.307,0,0.378,0.328,pop,,
2599,call it a loan,0.481,-9.646,0.472,0.00176,0.343,0.455,pop,,
2600,devil in my car,0.502,-7.063,0.00187,0.000151,0.636,0.857,pop,,
2601,over you,0.425,-2.6,0.0174,0,0.564,0.922,pop,,
2602,the fall,0.425,-6.52,0.737,0.000181,0.41,0.782,pop,,
2603,nausea,0.445,-5.857,0.375,3.48E-06,0.533,0.747,pop,,
2604,dancin' with tears in my eyes,0.716,-6.796,0.227,1.58E-05,0.767,0.645,pop,,
2605,aphrodisiac,0.542,-9.885,0.000329,0.0891,0.672,0.865,pop,,
2606,i don't remember,0.734,-7.917,0.21,0.000621,0.571,0.854,pop,,
2607,can't stop the world,0.472,-5.585,0.17,0.000116,0.823,0.934,pop,,
2608,open your heart,0.656,-5.039,0.0261,0,0.865,0.899,pop,,
2609,i've done it again,0.424,-11.013,0.639,9.94E-06,0.531,0.309,pop,,
2610,imposter,0.795,-6.422,0.096,0,0.675,0.711,pop,,
2611,love song,0.641,-10.599,0.831,0.000855,0.453,0.355,pop,,
2612,should i laugh or cry,0.764,-10.562,0.257,0.0403,0.538,0.538,pop,,
2613,the things that dreams are made of,0.864,-6.726,0.107,0,0.628,0.497,pop,,
2614,soldiers,0.592,-4.05,0.0095,0.000171,0.712,0.877,pop,,
2615,hole in my heart,0.756,-8.487,0.188,0,0.143,0.636,pop,,
2616,"as above, so below",0.497,-3.436,0.000778,0,0.101,0.99,pop,,
2617,ya no quiero volver con usted,0.799,-7.917,0.495,4.21E-06,0.975,0.494,pop,,
2618,yesterday's songs,0.609,-15.642,0.242,1.59E-06,0.372,0.347,pop,,
2619,someone else's heart,0.652,-6.795,0.457,0,0.209,0.456,pop,,
2620,you can't walk in your sleep (if you can't sleep),0.705,-7.072,0.117,1.02E-06,0.938,0.912,pop,,
2621,the jezebel spirit,0.767,-5.663,0.607,0.905,0.955,0.916,pop,,
2622,careless memories,0.647,-16.093,0.0057,0.0109,0.611,0.519,pop,,
2623,jump,0.854,-6.32,0.0113,9.06E-05,0.818,0.71,pop,,
2624,senses,0.332,-3.242,9.30E-06,0.000103,0.453,0.976,pop,,
2625,i'm lucky,0.64,-13.558,0.383,0.0956,0.426,0.441,pop,,
2626,dreams never end,0.606,-7.865,0.0154,0.905,0.817,0.913,pop,,
2627,fading fast,0.584,-6.977,0.601,0,0.91,0.865,pop,,
2628,white girl,0.698,-5.332,0.123,0,0.454,0.793,pop,,
2629,epilogue,0.408,-11.568,0.661,0.829,0.14,0.27,pop,,
2630,letting you go,0.536,-7.96,0.762,0,0.37,0.319,pop,,
2631,over the wall,0.212,-15.09,7.45E-06,0.0693,0.308,0.687,pop,,
2632,seconds,0.805,-12.507,0.0841,0,0.597,0.442,pop,,
2633,sin in my heart,0.262,-6.302,0.267,0.311,0.075,0.892,pop,,
2634,spellbound,0.415,-11.098,0.0107,0.000499,0.302,0.853,pop,,
2635,fits ya good,0.518,-8.805,0.00142,0.00781,0.652,0.763,pop,,
2636,chosen time,0.348,-9.331,0.00126,0.676,0.533,0.848,pop,,
2637,piss on the wall,0.62,-10.629,0.147,7.43E-06,0.58,0.954,pop,,
2638,in my world,0.428,-3.142,0.00197,0,0.591,0.975,pop,,
2639,i could be happy,0.768,-12.196,0.074,0.717,0.605,0.388,pop,,
2640,big brown eyes,0.461,-5.307,0.00549,0.0651,0.804,0.856,pop,,
2641,the night owls,0.587,-7.789,0.0184,0.00182,0.589,0.698,pop,,
2642,gangs in the street,0.632,-6.932,0.221,0.000306,0.556,0.686,pop,,
2643,outlaw,0.723,-19.922,0.631,0.00419,0.204,0.148,pop,,
2644,everybody loves you when you're dead,0.671,-11.34,0.0796,0.0233,0.694,0.776,pop,,
2645,cool world,0.747,-2.867,0.0876,0,0.525,0.941,pop,,
2646,amnesia,0.572,-5.237,0.0283,0,0.108,0.499,pop,,
2647,never known,0.565,-10.425,0.553,0.295,0.0673,0.642,pop,,
2648,i'm coming over,0.575,-3.838,0.0282,0,0.376,0.845,pop,,
