,track_name,danceability,loudness,acousticness,instrumentalness,valence,energy,genre,,
7412,america,0.693,-2.99,0.171,0,0.521,0.729,country,,
7413,dixie,0.444,-15.04,0.163,2.07E-05,0.573,0.414,country,,
7414,danny boy,0.258,-9.184,0.953,0.000179,0.197,0.22,country,,
7415,she takes my breath away,0.576,-6.985,0.254,0,0.846,0.871,country,,
7416,with tears in my eyes,0.325,-5.53,0.00548,4.33E-06,0.336,0.867,country,,
7417,truckin' my blues away,0.611,-15.056,0.995,0.00378,0.695,0.246,country,,
7418,someday you'll call my name,0.535,-13.07,0.95,8.63E-05,0.377,0.242,country,,
7419,my strongest weakness,0.602,-10.718,0.923,9.27E-06,0.102,0.144,country,,
7420,sweet old world,0.642,-11.949,0.476,4.38E-06,0.325,0.331,country,,
7421,american pride,0.728,-10.068,0.508,0,0.445,0.471,country,,
7422,no future in the past,0.375,-10.483,0.271,0.000558,0.214,0.303,country,,
7423,no one else on earth,0.775,-7.119,0.188,4.20E-06,0.964,0.861,country,,
7424,guacamole,0.842,-4.616,0.0666,0,0.703,0.895,country,,
7425,it's not over (if i'm not over you),0.473,-10.626,0.195,0.00108,0.317,0.43,country,,
7426,lone star state of mind,0.455,-15.293,0.413,0.000111,0.885,0.477,country,,
7427,waiting for the sun,0.554,-7.6,0.0836,0.000332,0.236,0.512,country,,
7428,she makes me feel so good,0.649,-8.869,0.0018,0,0.0766,0.515,country,,
7429,some day baby,0.714,-3.802,0.196,0.03,0.868,0.874,country,,
7430,up to my ears in tears,0.737,-10.141,0.126,0,0.951,0.679,country,,
7431,just look at me,0.626,-5.718,0.0559,0,0.123,0.623,country,,
7432,memories,0.775,-7.241,0.841,0,0.595,0.327,country,,
7433,high water,0.55,-8.068,0.0422,0.000608,0.503,0.775,country,,
7434,back to back,0.893,-3.728,0.00855,0,0.382,0.48,country,,
7435,the old crossroads,0.702,-14.028,0.896,2.48E-05,0.333,0.178,country,,
7436,kerosene hat,0.373,-16.351,0.614,0.814,0.0371,0.15,country,,
7437,memory lane,0.645,-4.272,0.0189,1.12E-05,0.375,0.8,country,,
7438,kansas city southern,0.571,-5.636,0.0166,0,0.89,0.802,country,,
7439,world class fad,0.482,-3.466,0.0118,0,0.388,0.96,country,,
7440,tears in the rain,0.655,-7.84,0.109,0.237,0.185,0.636,country,,
7441,morning song for sally,0.435,-23.22,0.889,0.122,0.39,0.121,country,,
7442,hello darlin',0.589,-13.6,0.722,0,0.436,0.255,country,,
7443,heaven's just a sin away,0.558,-6.458,0.742,0,0.865,0.627,country,,
7444,the silence speaks for itself,0.568,-16.29,0.12,0.000623,0.362,0.303,country,,
7445,the man that i've been,0.476,-5.418,0.203,0,0.831,0.842,country,,
7446,anodyne,0.477,-3.857,1.00E-05,0.0226,0.166,0.981,country,,
7447,just about now,0.594,-12.579,0.506,5.33E-06,0.361,0.232,country,,
7448,a memory that just won't quit,0.641,-11.15,0.368,0,0.777,0.532,country,,
7449,what might have been,0.621,-15.112,0.623,0,0.146,0.201,country,,
7450,party lights,0.74,-14.288,0.568,0,0.631,0.36,country,,
7451,blue moon of kentucky,0.475,-10.67,0.452,2.93E-06,0.757,0.368,country,,
7452,knockin on mine,0.531,-5.373,0.0101,0.000864,0.587,0.975,country,,
7453,is it over yet,0.596,-7.346,0.0504,0,0.176,0.658,country,,
7454,welcome to the club,0.553,-5.882,0.0251,0.000826,0.134,0.988,country,,
7455,two steppin' mind,0.6,-8.838,0.0174,6.85E-06,0.833,0.681,country,,
7456,what's in it for me,0.667,-9.785,0.0823,0,0.45,0.569,country,,
7457,mr. man in the moon,0.553,-10.383,0.245,3.06E-05,0.515,0.443,country,,
7458,everywhere i go,0.82,-4.856,0.0962,0,0.945,0.831,country,,
7459,big gay heart,0.562,-11.918,0.0431,0,0.671,0.584,country,,
7460,fifteen keys,0.584,-10.05,0.0334,4.17E-05,0.456,0.61,country,,
7461,hand me another,0.61,-4.579,0.056,9.85E-06,0.431,0.841,country,,
7462,splendid isolation,0.621,-8.549,0.00481,0.000112,0.806,0.798,country,,
7463,being around,0.672,-15.48,0.975,0,0.341,0.108,country,,
7464,what she left behind,0.44,-4.734,0.133,1.93E-06,0.435,0.912,country,,
7465,money can't buy (the love we had),0.68,-11.549,0.0208,0,0.712,0.485,country,,
7466,stay out of my arms,0.624,-12.187,0.237,2.01E-06,0.863,0.561,country,,
7467,remedy,0.55,-4.664,0.000193,0.000666,0.391,0.952,country,,
7468,sick of goodbyes,0.689,-5.794,0.213,0.000314,0.836,0.912,country,,
7469,crime of the century,0.404,-14.33,0.0978,0.249,0.233,0.417,country,,
7470,confessin' my love,0.518,-3.733,0.372,0,0.433,0.736,country,,
7471,white sail,0.669,-10.015,0.336,0.428,0.0618,0.49,country,,
7472,make me an island,0.467,-7.808,0.347,0,0.502,0.611,country,,
7473,help me make it through the night,0.459,-7.9,0.733,0.00304,0.414,0.396,country,,
7474,wimoweh,0.321,-9.383,0.743,0,0.804,0.474,country,,
7475,lonesome johnny blues,0.593,-7.604,0.11,7.17E-05,0.709,0.884,country,,
7476,things is changin',0.658,-16.15,0.868,1.01E-06,0.414,0.0783,country,,
7477,pale sun,0.45,-8.025,0.254,0.0464,0.178,0.658,country,,
7478,april's fool,0.579,-9.591,0.19,0,0.319,0.58,country,,
7479,where i used to have a heart,0.609,-10.36,0.699,0,0.445,0.32,country,,
7480,"you were, you are, you'll always be",0.584,-8.232,0.0947,4.14E-06,0.204,0.468,country,,
7481,just around the eyes,0.547,-10.582,0.822,0,0.184,0.19,country,,
7482,dawn can't decide,0.42,-10.59,0.0358,0,0.497,0.875,country,,
7483,when love was young,0.509,-16.355,0.795,0.000667,0.425,0.178,country,,
7484,after you're gone,0.412,-7.212,0.697,0,0.484,0.525,country,,
7485,the only thing that i have left,0.617,-9.856,0.00431,1.51E-06,0.541,0.615,country,,
7486,never aim to please,0.557,-5.077,0.00375,0.00523,0.897,0.87,country,,
7487,life's too short to love like that,0.673,-6.957,0.133,0,0.951,0.755,country,,
7488,forget me,0.918,-6.962,0.079,0.0593,0.962,0.459,country,,
7489,when he leaves you,0.468,-11.203,0.235,0,0.216,0.337,country,,
7490,i keep it under my hat,0.588,-11.959,0.117,0,0.213,0.345,country,,
7491,learning as you go,0.604,-7.006,0.107,0.000169,0.482,0.647,country,,
7492,try not to look so pretty,0.286,-9.597,0.266,0.0155,0.324,0.461,country,,
7493,we just disagree,0.624,-8.465,0.336,0,0.445,0.388,country,,
7494,silver threads and golden needles,0.576,-13.774,0.104,0,0.925,0.462,country,,
7495,my life,0.597,-7.026,0.0622,0,0.0753,0.587,country,,
7496,she used to be mine,0.397,-7.508,0.381,0,0.172,0.303,country,,
7497,hasn't hit me yet,0.504,-7.979,0.312,6.69E-05,0.564,0.635,country,,
7498,i wish i could have been there,0.634,-12.998,0.158,0,0.308,0.365,country,,
7499,where the soul of man never dies,0.652,-14.417,0.913,5.26E-05,0.232,0.186,country,,
7500,she can't say i didn't cry,0.568,-10.626,0.33,1.57E-06,0.181,0.405,country,,
7501,can't break it to my heart,0.606,-13.761,0.0355,0,0.743,0.618,country,,
7502,how can i help you say goodbye,0.499,-12.145,0.818,1.38E-06,0.234,0.201,country,,
7503,tell me why,0.689,-5.83,0.257,0,0.482,0.694,country,,
7504,my baby loves me,0.719,-5.32,0.553,0,0.817,0.757,country,,
7505,does he love you,0.449,-10.657,0.37,0,0.259,0.434,country,,
7506,a thousand miles from nowhere,0.601,-5.946,0.00973,0.163,0.707,0.831,country,,
7507,fast as you,0.628,-7.926,0.000479,0.0897,0.843,0.801,country,,
7508,ain't that lonely yet,0.603,-5.131,0.393,2.31E-06,0.493,0.738,country,,
7509,your love amazes me,0.589,-12.332,0.402,1.23E-06,0.218,0.382,country,,
7510,two doors down,0.694,-9.41,0.645,0.0243,0.867,0.698,country,,
7511,dreaming with my eyes open,0.491,-9.286,0.117,1.28E-05,0.801,0.843,country,,
7512,pocket of a clown,0.69,-4.708,0.0236,0,0.672,0.694,country,,
7513,lovesick blues (with patsy cline),0.616,-4.397,0.572,0,0.891,0.799,country,,
7514,live until i die,0.702,-11.323,0.238,0,0.627,0.603,country,,
7515,"woman, sensuous woman",0.666,-13.017,0.0156,0.000198,0.718,0.504,country,,
7516,haunted heart,0.501,-7.368,0.539,0.000837,0.392,0.388,country,,
7517,kentucky moonshine,0.573,-15.278,0.67,0.000687,0.608,0.344,country,,
7518,a bible and a bus ticket home,0.508,-7.57,0.182,0,0.259,0.469,country,,
7519,kiss me in the car,0.771,-11.854,0.117,0,0.857,0.555,country,,
7520,please help me i'm falling (in love with you),0.524,-7.029,0.56,5.50E-06,0.495,0.519,country,,
7521,nowhere train,0.545,-7.13,0.529,2.84E-05,0.892,0.761,country,,
7522,the perfect picture (to fit my frame of mind),0.675,-12.035,0.298,2.11E-05,0.616,0.391,country,,
7523,take me down to the infirmary,0.593,-10.64,0.161,0.0888,0.15,0.293,country,,
7524,it only takes one bar (to make a prison),0.407,-12.21,0.173,0,0.269,0.472,country,,
7525,rollin' in my sweet baby's arms,0.583,-9.453,0.0759,0.0231,0.911,0.725,country,,
7526,in my own backyard,0.552,-7.327,0.472,2.34E-05,0.262,0.502,country,,
7527,money in the bank,0.819,-4.976,0.0704,0,0.716,0.707,country,,
7528,someone to give my love to,0.656,-14.545,0.834,0.0345,0.413,0.173,country,,
7529,half the man,0.638,-5.562,0.474,0,0.351,0.458,country,,
7530,crying ain't dying,0.689,-11.022,0.0916,4.96E-06,0.711,0.651,country,,
7531,we don't love here anymore,0.561,-14.8,0.323,0,0.329,0.281,country,,
7532,in the bleak mid winter,0.11,-28.996,0.962,0.0839,0.0704,0.0562,country,,
7533,you lay a whole lot of love on me,0.606,-10.821,0.518,0,0.397,0.46,country,,
7534,home for sale,0.569,-10.084,0.386,0.143,0.344,0.415,country,,
7535,give back the key to my heart,0.629,-9.084,0.371,0.000173,0.815,0.687,country,,
7536,king of fools,0.336,-8.283,0.0115,1.30E-05,0.53,0.909,country,,
7537,the man in love with you,0.464,-15.534,0.751,0.000293,0.111,0.221,country,,
7538,back in the saddle again,0.419,-6.24,0.0165,0.000345,0.719,0.958,country,,
7539,acuff-rose,0.472,-8.158,0.349,0.0851,0.381,0.481,country,,
7540,still lovin' you,0.625,-11.152,0.469,0.899,0.785,0.522,country,,
7541,rose marie,0.421,-19.793,0.851,0.00104,0.439,0.142,country,,
7542,indian love call,0.242,-7.895,0.97,0.000253,0.386,0.261,country,,
7543,neon blue,0.628,-4.492,0.145,0,0.631,0.97,country,,
7544,just a memory,0.446,-7.031,0.625,0.00136,0.057,0.303,country,,
7545,honky tonk healin',0.68,-12.208,0.0239,7.79E-06,0.812,0.633,country,,
7546,kick it up,0.599,-9.705,0.468,0,0.36,0.345,country,,
7547,all in my heart,0.615,-14.384,0.352,0.00017,0.219,0.247,country,,
7548,high & dry,0.419,-11.782,0.0724,0.0176,0.35,0.383,country,,
7549,i'd love to change your name,0.575,-4.907,0.195,0.000793,0.7,0.754,country,,
7550,adios amigo,0.649,-8.92,0.776,0.000616,0.61,0.301,country,,
7551,ball and chain,0.435,-9.2,0.0365,0.00119,0.37,0.911,country,,
7552,i won't forget you,0.287,-3.947,0.0551,0.0225,0.648,0.84,country,,
7553,only daddy that'll walk the line,0.62,-10.775,0.752,1.65E-05,0.864,0.477,country,,
7554,goodbye says it all,0.646,-9.823,0.056,0,0.675,0.479,country,,
7555,if i had you,0.648,-4.251,0.0113,0,0.793,0.908,country,,
7556,separate lives,0.319,-8.157,0.231,2.55E-06,0.207,0.335,country,,
7557,my heart will never know,0.56,-9.924,0.633,0,0.082,0.4,country,,
7558,blowin' smoke,0.851,-5.186,0.251,0,0.927,0.608,country,,
7559,i never go around mirrors,0.579,-18.566,0.223,0.0177,0.209,0.182,country,,
7560,now i know,0.401,-5.011,0.0704,0,0.839,0.901,country,,
7561,lead on,0.445,-5.965,0.00466,0,0.54,0.784,country,,
7562,he walks with me,0.514,-18.285,0.855,0.000231,0.204,0.0393,country,,
7563,cherokee maiden,0.79,-8.999,0.231,0.0297,0.923,0.616,country,,
7564,till all her tears are dry,0.419,-11.866,0.533,1.41E-06,0.181,0.344,country,,
7565,billy the kid,0.408,-7.742,0.567,0.000174,0.341,0.596,country,,
7566,it had to be you,0.285,-18.543,0.809,8.40E-05,0.15,0.142,country,,
7567,in my life,0.688,-11.359,0.449,0,0.435,0.435,country,,
7568,hole in the wall,0.852,-4.542,0.157,3.91E-05,0.66,0.909,country,,
7569,no one but you,0.358,-9.18,0.0976,1.07E-05,0.0694,0.427,country,,
7570,honky tonk walkin',0.676,-10.819,0.0576,0,0.865,0.55,country,,
7571,like a soldier,0.644,-15.251,0.84,1.06E-06,0.53,0.168,country,,
7572,if there's anything i can do,0.694,-9.612,0.605,1.16E-05,0.412,0.394,country,,
7573,badly bent,0.679,-6.07,0.192,0.00533,0.887,0.689,country,,
7574,why not tonight,0.607,-14.635,0.236,0,0.738,0.415,country,,
7575,swing low sweet chariot,0.65,-9.852,0.858,0,0.79,0.471,country,,
7576,can't take that away,0.254,-6.474,0.733,0,0.176,0.42,country,,
7577,time don't run out on me,0.681,-11.213,0.258,0,0.354,0.47,country,,
7578,greatest show on earth,0.659,-3.474,0.00998,1.80E-05,0.699,0.901,country,,
7579,silver and gold,0.263,-15.505,0.907,0.000213,0.295,0.239,country,,
7580,ain't found nobody,0.657,-11.182,0.0228,9.82E-06,0.582,0.379,country,,
7581,southern grace,0.603,-10.378,0.092,2.80E-05,0.247,0.347,country,,
7582,anybody else's heart but mine,0.631,-10.59,0.127,0,0.571,0.465,country,,
7583,i'm comin' home,0.392,-1.921,0.158,0,0.232,0.839,country,,
7584,i'll always be loving you,0.652,-8.97,0.166,2.30E-06,0.689,0.592,country,,
7585,one day at a time,0.488,-6.65,0.659,0,0.319,0.379,country,,
7586,if i had my way,0.637,-8.198,0.0309,0.76,0.823,0.893,country,,
7587,settin' the woods on fire,0.757,-9.017,0.836,1.73E-06,0.961,0.3,country,,
7588,cocaine blues,0.661,-12.317,0.27,0,0.826,0.571,country,,
7589,every once in a while,0.754,-10.377,0.0516,5.30E-05,0.775,0.684,country,,
7590,down at the bottom of a broken heart,0.613,-10.443,0.353,0,0.755,0.629,country,,
7591,maybe tonight,0.434,-5.35,0.00523,1.29E-06,0.374,0.744,country,,
7592,there goes my heart,0.329,-7.699,0.918,0,0.22,0.235,country,,
7593,i'm so lonesome i could cry,0.524,-14.827,0.829,0.00164,0.349,0.258,country,,
7594,o what a thrill,0.758,-11.913,0.12,0.000106,0.532,0.439,country,,
7595,whisper my name,0.672,-14.848,0.173,1.97E-05,0.334,0.289,country,,
7596,welcome to my world,0.341,-14.869,0.725,0.0594,0.399,0.252,country,,
7597,wasted days and wasted nights,0.702,-8.84,0.481,4.76E-06,0.885,0.409,country,,
7598,the box,0.896,-6.687,0.104,0,0.642,0.586,country,,
7599,don't close your eyes,0.605,-16.116,0.703,0.00198,0.285,0.228,country,,
7600,i'm over you,0.766,-15.641,0.68,0.00357,0.487,0.336,country,,
7601,i got it honest,0.706,-9.98,0.0388,0,0.561,0.649,country,,
7602,this woman and this man,0.587,-9.439,0.0421,0,0.438,0.571,country,,
7603,party crowd,0.758,-11.661,0.0379,0,0.767,0.655,country,,
7604,if i could make a living,0.593,-7.016,0.168,0,0.896,0.775,country,,
7605,someone else's star,0.384,-11.1,0.683,0,0.3,0.222,country,,
7606,go cubs go,0.698,-10.14,0.295,0,0.886,0.593,country,,
7607,refried dreams,0.771,-11.05,0.173,0,0.962,0.686,country,,
7608,not a moment too soon,0.707,-14.798,0.0385,1.41E-05,0.621,0.363,country,,
7609,lifestyles of the not so rich and famous,0.715,-9.716,0.287,0,0.811,0.689,country,,
7610,what a crying shame,0.691,-9.85,0.177,0.00442,0.818,0.665,country,,
7611,whenever you come around,0.719,-11.811,0.736,9.40E-06,0.168,0.22,country,,
7612,night is fallin' in my heart,0.708,-9.151,0.371,0,0.37,0.479,country,,
7613,what a friend we have in jesus,0.266,-16.903,0.238,1.96E-05,0.304,0.225,country,,
7614,thank god for the radio,0.715,-11.966,0.212,0.000331,0.63,0.339,country,,
7615,living waters,0.426,-6.774,0.096,0,0.119,0.644,country,,
7616,ten feet away,0.426,-15.245,0.546,0,0.331,0.27,country,,
7617,thank god for the radio,0.715,-11.966,0.212,0.000331,0.63,0.339,country,,
7618,fly like a bird,0.547,-5.211,0.567,1.07E-06,0.705,0.645,country,,
7619,the man who couldn't cry,0.511,-15.828,0.878,0.000135,0.44,0.144,country,,
7620,summer in dixie,0.525,-10.549,0.303,6.94E-05,0.31,0.481,country,,
7621,redemption,0.694,-7.82,0.611,2.07E-06,0.341,0.314,country,,
7622,dream on texas ladies,0.61,-10.39,0.63,0,0.323,0.331,country,,
7623,walking away a winner,0.713,-10.346,0.0377,0,0.843,0.613,country,,
7624,you can't make a heart love somebody,0.561,-10.457,0.162,0,0.268,0.352,country,,
7625,i should have been true,0.596,-11.596,0.208,7.59E-05,0.296,0.345,country,,
7626,i'll never forgive my heart,0.518,-10.828,0.0574,0.0039,0.313,0.401,country,,
7627,why haven't i heard from you,0.654,-6.662,0.222,0,0.778,0.8,country,,
7628,summer's comin',0.627,-8.338,0.036,0.000153,0.807,0.778,country,,
7629,the tin man,0.646,-10.785,0.528,0.0133,0.655,0.531,country,,
7630,thirteen,0.457,-14.371,0.674,5.77E-06,0.348,0.268,country,,
7631,i just want you,0.315,-8.072,0.00125,7.97E-06,0.497,0.715,country,,
7632,charlotte's in north carolina,0.492,-13.517,0.139,0,0.503,0.433,country,,
7633,i got a feelin',0.653,-5.402,0.298,0,0.674,0.724,country,,
7634,foolish pride,0.579,-8.587,0.0578,0.000256,0.345,0.472,country,,
7635,good brown gravy,0.655,-8.633,0.584,2.01E-06,0.85,0.807,country,,
7636,safe in the arms of love,0.601,-4.22,0.301,0,0.694,0.859,country,,
7637,the cape,0.646,-12.372,0.532,0.00012,0.489,0.298,country,,
7638,the best year of my life,0.589,-15.768,0.218,0,0.417,0.296,country,,
7639,heart to heart,0.901,-16.127,0.667,0.354,0.643,0.136,country,,
7640,i must be high,0.774,-5.542,0.0331,0,0.321,0.622,country,,
7641,i will leave the light on,0.586,-5.946,0.0153,1.78E-06,0.267,0.624,country,,
7642,this time,0.624,-7.146,0.269,5.17E-05,0.362,0.532,country,,
7643,leaving is the only way out,0.363,-10.301,0.388,0,0.182,0.385,country,,
7644,goodbye,0.772,-15.061,0.0896,0.252,0.495,0.409,country,,
7645,six pack to go,0.628,-9.04,0.66,0,0.743,0.687,country,,
7646,another puff,0.726,-16.405,0.955,0.2,0.685,0.441,country,,
7647,i've been a long time leavin' (but i'll be a long time gone),0.497,-8.612,0.772,0,0.927,0.575,country,,
7648,what would your memories do,0.525,-14.735,0.502,0.00434,0.303,0.276,country,,
7649,katy brought my guitar back today,0.611,-11.908,0.498,0,0.282,0.279,country,,
7650,excuse me while i break my own heart tonight,0.537,-4.836,0.0547,0,0.549,0.867,country,,
7651,atta boy girl,0.455,-12.552,0.923,1.41E-06,0.819,0.413,country,,
7652,i wish that i could hurt that way again,0.647,-10.912,0.744,0,0.176,0.3,country,,
7653,if the house is rockin',0.336,-11.019,0.204,0.0211,0.956,0.909,country,,
7654,runnin' away with my heart,0.652,-6.5,0.333,0.000118,0.817,0.787,country,,
7655,you got the wrong man,0.603,-7.397,0.0741,8.77E-05,0.962,0.907,country,,
7656,praying,0.543,-7.202,0.489,0,0.303,0.39,country,,
7657,let's be us again,0.49,-4.647,0.0348,0,0.343,0.522,country,,
7658,live free,0.475,-8.639,0.475,0,0.698,0.667,country,,
7659,cold lonesome wind,0.664,-16.015,0.511,1.16E-06,0.668,0.231,country,,
7660,heaven everyday,0.716,-16.104,0.916,0.00131,0.604,0.282,country,,
7661,here comes that rainbow again,0.485,-14.778,0.653,7.11E-05,0.111,0.183,country,,
7662,high sierra,0.516,-13.255,0.686,4.52E-06,0.314,0.153,country,,
7663,how's the radio know,0.579,-7.082,0.341,0,0.735,0.796,country,,
7664,heaven sent me you,0.642,-12.637,0.0414,0.000307,0.152,0.303,country,,
7665,the devil's right hand,0.602,-4.21,0.183,1.29E-06,0.668,0.826,country,,
7666,honey would you stand by me,0.756,-7.726,0.0592,0,0.605,0.582,country,,
7667,a thousand memories,0.61,-8.889,0.0369,0.000119,0.538,0.837,country,,
7668,workin' it out,0.596,-4.484,0.00614,0.000145,0.523,0.908,country,,
7669,the crude oil blues,0.704,-12.507,0.284,0.00454,0.96,0.753,country,,
7670,dear me,0.636,-11.632,0.557,5.41E-05,0.612,0.369,country,,
7671,i volunteer,0.635,-9.797,0.586,0,0.162,0.367,country,,
7672,high school heart,0.647,-11.906,0.357,0,0.229,0.316,country,,
7673,like a john deere,0.615,-10.111,0.0959,0,0.799,0.662,country,,
7674,the bigger the fool (the harder the fall),0.41,-16.24,0.915,0.000129,0.382,0.19,country,,
7675,i thought i heard you calling my name,0.588,-12.71,0.529,0.0343,0.304,0.241,country,,
7676,route,0.914,-10.187,0.038,0,0.532,0.463,country,,
7677,native son,0.625,-5.89,0.65,0,0.624,0.665,country,,
7678,heart's desire,0.659,-9.179,0.00251,0.000126,0.536,0.551,country,,
7679,when boy meets girl,0.69,-6.391,0.319,0,0.802,0.678,country,,
7680,"tall, tall trees",0.675,-6.174,0.172,0,0.964,0.794,country,,
7681,living in a moment,0.665,-6.869,0.0902,0,0.684,0.703,country,,
7682,i'm not lisa,0.444,-12.159,0.711,0.0384,0.154,0.185,country,,
7683,cry love,0.564,-7.215,0.131,4.91E-06,0.889,0.859,country,,
7684,watch me,0.747,-4.416,0.0087,0,0.747,0.693,country,,
7685,radio king,0.644,-12.204,0.615,0,0.627,0.351,country,,
7686,goodbye,0.772,-15.061,0.0896,0.252,0.495,0.409,country,,
7687,maybe we should just sleep on it,0.652,-6.604,0.0306,0,0.687,0.832,country,,
7688,fightin side of me,0.75,-13.355,0.512,0,0.743,0.451,country,,
7689,she never lets it go to her heart,0.67,-6.755,0.0586,0,0.804,0.766,country,,
7690,foolish heart,0.644,-6.819,0.281,0,0.591,0.58,country,,
7691,me and you,0.545,-12.111,0.0104,0.0271,0.242,0.442,country,,
7692,that's as close as i'll get to loving you,0.609,-8.275,0.458,0,0.425,0.581,country,,
7693,"yes, i know",0.651,-13.594,0.427,0,0.48,0.359,country,,
7694,memory maker,0.607,-10.821,0.581,0,0.765,0.508,country,,
7695,ben mcculloch,0.568,-11.286,0.314,0.00074,0.592,0.44,country,,
7696,they're playin' our song,0.751,-10.663,0.0529,1.21E-05,0.7,0.575,country,,
7697,here comes the rain,0.648,-7.901,0.0139,0.000253,0.607,0.755,country,,
7698,a cowboy's toughest ride,0.566,-8.347,0.152,0,0.409,0.442,country,,
7699,black diamond strings,0.693,-13.07,0.58,4.40E-06,0.425,0.228,country,,
7700,fly me to the moon,0.591,-12.269,0.549,2.22E-06,0.372,0.298,country,,
7701,that's how i got to memphis,0.707,-13.432,0.168,0.000156,0.761,0.432,country,,
7702,long as i live,0.533,-5.106,0.0631,0.000109,0.569,0.749,country,,
7703,thinkin' about you,0.725,-3.715,0.00262,0.000412,0.748,0.874,country,,
7704,i will always love you (with vince gill),0.447,-16.972,0.826,0,0.139,0.124,country,,
7705,only you (and you alone),0.419,-10.497,0.932,0,0.322,0.331,country,,
7706,you can't lose me,0.724,-9.619,0.226,0,0.745,0.556,country,,
7707,where'd you hide the body,0.566,-7.65,0.01,0.000458,0.484,0.643,country,,
7708,life goes on,0.716,-7.909,0.0021,0,0.387,0.541,country,,
7709,glad and sorry,0.572,-9.444,0.567,0.299,0.823,0.484,country,,
7710,can't be really gone,0.561,-9.972,0.646,3.44E-06,0.444,0.473,country,,
7711,back in my arms again,0.696,-11.168,0.0182,1.47E-05,0.479,0.521,country,,
7712,i fell in the water,0.507,-8.499,0.0304,1.86E-06,0.807,0.782,country,,
7713,one has my name (the other has my heart),0.726,-14.426,0.983,0,0.499,0.0782,country,,
7714,she took a lot of pills (and died),0.717,-6.839,0.185,0,0.962,0.697,country,,
7715,just when i needed you most,0.583,-14.36,0.615,0,0.346,0.313,country,,
7716,it's time you learned about good-bye,0.616,-5.378,0.106,0,0.456,0.741,country,,
7717,paper wings,0.556,-3.62,0.000921,0.00514,0.514,0.93,country,,
7718,love ain't worth making,0.54,-6.843,0.398,0,0.306,0.372,country,,
7719,can i count on you,0.517,-10.15,0.333,1.08E-06,0.366,0.456,country,,
7720,outtasite (outta mind),0.412,-5.444,0.00879,0,0.648,0.943,country,,
7721,simple song of freedom,0.488,-7.813,0.714,0,0.645,0.521,country,,
7722,another you,0.427,-5.324,0.0305,0,0.213,0.649,country,,
7723,your still standin' there,0.532,-4.813,0.0533,0.00298,0.898,0.885,country,,
7724,big dipper,0.685,-8.279,0.0761,1.80E-05,0.962,0.781,country,,
7725,all i have to offer you (is me),0.297,-10.576,0.179,0,0.71,0.382,country,,
7726,she's sure taking it well,0.613,-7.026,0.0802,0,0.4,0.685,country,,
7727,spiritual,0.309,-8.245,0.0211,0.0111,0.252,0.975,country,,
7728,promises,0.362,-11.699,0.281,6.20E-05,0.233,0.421,country,,
7729,i fall to pieces,0.556,-12.015,0.872,5.48E-05,0.611,0.214,country,,
7730,the one rose (that's left in my heart),0.706,-11.459,0.599,0.00038,0.138,0.252,country,,
7731,the wind goes,0.322,-15.857,0.957,6.31E-06,0.225,0.0485,country,,
7732,casey jones,0.671,-10.052,0.385,0,0.828,0.405,country,,
7733,pacing the cage,0.572,-14.581,0.852,0.0016,0.212,0.214,country,,
7734,memories are made of this,0.611,-15.977,0.918,0,0.556,0.179,country,,
7735,if you loved me,0.188,-9.733,0.174,0.153,0.159,0.411,country,,
7736,she is gone,0.416,-10.751,0.00346,0.0831,0.152,0.559,country,,
7737,a woman's touch,0.622,-3.717,0.224,0.000913,0.585,0.935,country,,
7738,if i fall (you're goin' with me),0.738,-6.118,0.443,1.57E-05,0.946,0.815,country,,
7739,something more besides you,0.363,-13.607,0.534,0.00446,0.0946,0.276,country,,
7740,love you back,0.441,-3.677,0.0848,0.000145,0.392,0.767,country,,
7741,all over but the shoutin',0.626,-7.051,0.492,0,0.948,0.847,country,,
7742,free bird,0.249,-8.21,0.0738,9.48E-05,0.338,0.834,country,,
7743,it's your world,0.459,-12.6,0.119,0,0.504,0.469,country,,
7744,from what we give,0.644,-7.316,0.116,9.28E-05,0.812,0.663,country,,
7745,kingpin,0.707,-4.211,0.0665,0,0.363,0.821,country,,
7746,no small miracle,0.48,-9.406,0.334,0.00535,0.219,0.327,country,,
7747,must've had a ball,0.712,-7.367,0.26,0,0.75,0.592,country,,
7748,hold on to me,0.408,-8.016,0.833,9.59E-06,0.186,0.256,country,,
7749,more than a margarita,0.779,-8.349,0.385,6.45E-06,0.809,0.605,country,,
7750,all because of you,0.81,-5.784,0.528,0,0.828,0.538,country,,
7751,don't you hear jerusalem moan?,0.477,-16.331,0.091,0.00162,0.713,0.574,country,,
7752,grace / grace greater than our sin,0.371,-7.199,0.419,0,0.251,0.419,country,,
7753,i'm already loving you too much,0.581,-9.392,0.382,0,0.276,0.376,country,,
7754,what's not to love,0.584,-7,0.0103,0.00214,0.598,0.65,country,,
7755,hurts don't it,0.279,-7.589,4.57E-05,0.766,0.137,0.448,country,,
7756,let the chips fall,0.545,-11.05,0.674,0,0.552,0.354,country,,
7757,long hard lesson learned,0.45,-9.266,0.015,1.46E-05,0.603,0.815,country,,
7758,my poor old heart,0.56,-6.797,0.4,8.28E-05,0.624,0.587,country,,
7759,cattle call,0.428,-12.286,0.943,3.83E-05,0.497,0.186,country,,
7760,lay it down,0.527,-5.111,0.017,0,0.534,0.796,country,,
